"OrganizationID","MLocID","AU_ID","OWRD_Basin","SampleStartDate","SampleStartTime","Statistical_Base","Result_UID","IRResultNWQSunit","DO_sat"
"SBWC_WQX","37602-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2010-08-30","17:00:00",NA,48820412,9.98,95.829282150295
"SBWC_WQX","37602-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2010-08-30","17:00:00",NA,48820412,9.98,95.829282150295
"SBWC_WQX","37602-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2010-08-30","17:00:00",NA,48820412,9.98,96.0213247998948
"SBWC_WQX","37602-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2010-08-30","17:00:00",NA,48820412,9.98,96.0213247998948
"SBWC_WQX","37602-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2010-08-30","17:00:00",NA,48820417,10,95.829282150295
"SBWC_WQX","37602-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2010-08-30","17:00:00",NA,48820417,10,95.829282150295
"SBWC_WQX","37602-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2010-08-30","17:00:00",NA,48820417,10,96.0213247998948
"SBWC_WQX","37602-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2010-08-30","17:00:00",NA,48820417,10,96.0213247998948
"SBWC_WQX","37602-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2009-07-07","15:00:00",NA,48818112,9.48,92.6646382576413
"SBWC_WQX","37602-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2009-07-07","15:00:00",NA,48818112,9.48,91.8456646102109
"SBWC_WQX","37602-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2009-07-07","15:00:00",NA,48818112,9.48,90.3186980485871
"SBWC_WQX","37602-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2009-07-07","15:00:00",NA,48818112,9.48,89.5204579112182
"TLBP_WQX","34829-ORDEQ","OR_LK_1710030404_02_100222","South Coast","2013-07-23","12:18:00",NA,48810158,10.6,100
"TLBP_WQX","34829-ORDEQ","OR_LK_1710030404_02_100222","South Coast","2013-07-23","12:18:00",NA,48810158,10.6,100
"TLBP_WQX","34829-ORDEQ","OR_LK_1710030404_02_100222","South Coast","2013-07-23","12:18:00",NA,48810158,10.6,100
"TLBP_WQX","34829-ORDEQ","OR_LK_1710030404_02_100222","South Coast","2013-07-23","12:18:00",NA,48810158,10.6,100
"TLBP_WQX","34829-ORDEQ","OR_LK_1710030404_02_100222","South Coast","2013-07-23","12:18:00",NA,48810158,10.6,100
"TLBP_WQX","34829-ORDEQ","OR_LK_1710030404_02_100222","South Coast","2013-07-23","12:18:00",NA,48810158,10.6,100
"TLBP_WQX","34829-ORDEQ","OR_LK_1710030404_02_100222","South Coast","2013-07-23","12:18:00",NA,48810158,10.6,100
"TLBP_WQX","34829-ORDEQ","OR_LK_1710030404_02_100222","South Coast","2013-07-23","12:18:00",NA,48810158,10.6,100
"SBWC_WQX","39099-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2009-04-23","11:00:00",NA,48817606,11.58,98.4087197478077
"SBWC_WQX","39099-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2009-04-23","11:00:00",NA,48817606,11.58,98.4087197478077
"SBWC_WQX","39099-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2009-04-23","11:00:00",NA,48817606,11.58,90.9303368999605
"SBWC_WQX","39099-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2009-04-23","11:00:00",NA,48817606,11.58,90.9303368999605
"SBWC_WQX","39099-ORDEQ","OR_WS_170900120303_02_104559","Willamette","2010-03-24","13:30:00",NA,48819431,10.58,93.007464977883
