"","OrganizationID","MLocID","StationDes","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","wqstd_code","Pollu_ID","Char_Name","SampleMedia","SampleSubmedia","Sample_Fraction","Result_status","Statistical_Base","Time_Basis","SampleStartDate","SampleStartTime","Act_Depth_Top","act_depth_height","Result_Type","Result_UID","Result_Numeric","Result_Unit","IRResultNWQSunit","Result_Operator","IRWQSUnitName","lab_Comments","General_Comments","QualifierAbbr","QualifierTxt","DO_code","DO_Class","DO_SpawnCode","SpawnStart","SpawnEnd","crit_30D","crit_7Mi","crit_Min","in_spawn","Do_7D","Date","dosat_mean7","Violation"
"1","RRWC_WQX","26637-ORDEQ","Little Butte, at mill diversion pond nr. Reese Cr. Rd. (Rogue)","River/Stream","Kanutchan Creek-Little Butte Creek",1303,"OR_SR_1710030708_02_105521",2,2,2,"Rogue",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2016-09-21,"00:00:00.0000000",NA,NA,"Calculated",42701486,8.84,"mg/l",8.84,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",15,2016-09-15,2017-06-15,8,6.5,6,1,8.84,2016-09-21,94.3,1
"2","RRWC_WQX","26637-ORDEQ","Little Butte, at mill diversion pond nr. Reese Cr. Rd. (Rogue)","River/Stream","Kanutchan Creek-Little Butte Creek",1303,"OR_SR_1710030708_02_105521",2,2,2,"Rogue",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2016-09-25,"00:00:00.0000000",NA,NA,"Calculated",42701708,8.87,"mg/l",8.87,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",15,2016-09-15,2017-06-15,8,6.5,6,1,8.87,2016-09-25,93.6,1
"3","RRWC_WQX","26637-ORDEQ","Little Butte, at mill diversion pond nr. Reese Cr. Rd. (Rogue)","River/Stream","Kanutchan Creek-Little Butte Creek",1303,"OR_SR_1710030708_02_105521",2,2,2,"Rogue",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2015-09-26,"00:00:00.0000000",NA,NA,"Calculated",42701737,8.86,"mg/l",8.86,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","Corrected data entry error from handwriting on QC sheet; 22 hrs with valid data in day","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",15,2015-09-15,2016-06-15,8,6.5,6,1,8.86,2015-09-26,NA,1
"4","RRWC_WQX","26637-ORDEQ","Little Butte, at mill diversion pond nr. Reese Cr. Rd. (Rogue)","River/Stream","Kanutchan Creek-Little Butte Creek",1303,"OR_SR_1710030708_02_105521",2,2,2,"Rogue",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2015-09-29,"00:00:00.0000000",NA,NA,"Calculated",42701908,8.83,"mg/l",8.83,"=","mg/l",NA,"Corrected data entry error from handwriting on QC sheet","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",15,2015-09-15,2016-06-15,8,6.5,6,1,8.83,2015-09-29,94.1,1
"5","RRWC_WQX","26637-ORDEQ","Little Butte, at mill diversion pond nr. Reese Cr. Rd. (Rogue)","River/Stream","Kanutchan Creek-Little Butte Creek",1303,"OR_SR_1710030708_02_105521",2,2,2,"Rogue",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2015-09-30,"00:00:00.0000000",NA,NA,"Calculated",42701965,8.86,"mg/l",8.86,"=","mg/l",NA,"Corrected data entry error from handwriting on QC sheet","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",15,2015-09-15,2016-06-15,8,6.5,6,1,8.86,2015-09-30,93.9,1
"6","RRWC_WQX","26637-ORDEQ","Little Butte, at mill diversion pond nr. Reese Cr. Rd. (Rogue)","River/Stream","Kanutchan Creek-Little Butte Creek",1303,"OR_SR_1710030708_02_105521",2,2,2,"Rogue",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2015-11-06,"00:00:00.0000000",NA,NA,"Calculated",42703354,10.72,"mg/l",10.72,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",15,2015-09-15,2016-06-15,8,6.5,6,1,10.72,2015-11-06,97.8,0
"7","RRWC_WQX","26637-ORDEQ","Little Butte, at mill diversion pond nr. Reese Cr. Rd. (Rogue)","River/Stream","Kanutchan Creek-Little Butte Creek",1303,"OR_SR_1710030708_02_105521",2,2,2,"Rogue",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2015-11-12,"00:00:00.0000000",NA,NA,"Calculated",42703527,11.47,"mg/l",11.47,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",15,2015-09-15,2016-06-15,8,6.5,6,1,11.47,2015-11-12,98.6,0
"8","RRWC_WQX","26637-ORDEQ","Little Butte, at mill diversion pond nr. Reese Cr. Rd. (Rogue)","River/Stream","Kanutchan Creek-Little Butte Creek",1303,"OR_SR_1710030708_02_105521",2,2,2,"Rogue",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2015-11-21,"00:00:00.0000000",NA,NA,"Calculated",42703788,11.39,"mg/l",11.39,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",15,2015-09-15,2016-06-15,8,6.5,6,1,11.39,2015-11-21,98.7,0
"9","RRWC_WQX","26637-ORDEQ","Little Butte, at mill diversion pond nr. Reese Cr. Rd. (Rogue)","River/Stream","Kanutchan Creek-Little Butte Creek",1303,"OR_SR_1710030708_02_105521",2,2,2,"Rogue",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2015-11-28,"00:00:00.0000000",NA,NA,"Calculated",42703991,12.19,"mg/l",12.19,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",15,2015-09-15,2016-06-15,8,6.5,6,1,12.19,2015-11-28,98.5,0
"10","RRWC_WQX","26637-ORDEQ","Little Butte, at mill diversion pond nr. Reese Cr. Rd. (Rogue)","River/Stream","Kanutchan Creek-Little Butte Creek",1303,"OR_SR_1710030708_02_105521",2,2,2,"Rogue",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2015-11-29,"00:00:00.0000000",NA,NA,"Calculated",42704020,12.41,"mg/l",12.41,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",15,2015-09-15,2016-06-15,8,6.5,6,1,12.41,2015-11-29,98.5,0
