"","OrganizationID","MLocID","StationDes","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","wqstd_code","Pollu_ID","Char_Name","SampleMedia","SampleSubmedia","Sample_Fraction","Result_status","Statistical_Base","Time_Basis","SampleStartDate","SampleStartTime","Act_Depth_Top","act_depth_height","Result_Type","Result_UID","Result_Numeric","Result_Unit","IRResultNWQSunit","Result_Operator","IRWQSUnitName","lab_Comments","General_Comments","QualifierAbbr","QualifierTxt","DO_code","DO_Class","DO_SpawnCode","SpawnStart","SpawnEnd","crit_30D","crit_7Mi","crit_Min","in_spawn","critstart","critend","is.crit","DO_sat","Violation"
"1","UDESCHUTES_WC(NOSTORETID)","24303-ORDEQ","Whychus Creek at 6360 Road","River/Stream","Lower Whychus Creek",2463,"OR_SR_1707030107_05_101714",2,2,5,"Deschutes",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-06-13,"12:08:00.0000000",NA,NA,"Actual",43418940,11.1,"mg/l",11.1,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2008-01-01,2008-06-15,6.5,5,4,1,2008-07-01,2008-09-30,0,NA,0
"2","UDESCHUTES_WC(NOSTORETID)","24303-ORDEQ","Whychus Creek at 6360 Road","River/Stream","Lower Whychus Creek",2463,"OR_SR_1707030107_05_101714",2,2,5,"Deschutes",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-06-07,"00:00:00.0000000",NA,NA,"Calculated",45854559,10.44,"mg/l",10.44,"=","mg/l",NA,NA,NA,NA,3,"Cool Water",25,2008-01-01,2008-06-15,6.5,5,4,1,2008-07-01,2008-09-30,0,NA,0
"3","UDESCHUTES_WC(NOSTORETID)","24303-ORDEQ","Whychus Creek at 6360 Road","River/Stream","Lower Whychus Creek",2463,"OR_SR_1707030107_05_101714",2,2,5,"Deschutes",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-06-10,"00:00:00.0000000",NA,NA,"Calculated",45854604,11.46,"mg/l",11.46,"=","mg/l",NA,NA,NA,NA,3,"Cool Water",25,2008-01-01,2008-06-15,6.5,5,4,1,2008-07-01,2008-09-30,0,NA,0
"4","UDESCHUTES_WC(NOSTORETID)","24303-ORDEQ","Whychus Creek at 6360 Road","River/Stream","Lower Whychus Creek",2463,"OR_SR_1707030107_05_101714",2,2,5,"Deschutes",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-06-12,"00:00:00.0000000",NA,NA,"Calculated",45854634,10.31,"mg/l",10.31,"=","mg/l",NA,NA,NA,NA,3,"Cool Water",25,2008-01-01,2008-06-15,6.5,5,4,1,2008-07-01,2008-09-30,0,NA,0
"5","UDESCHUTES_WC(NOSTORETID)","24303-ORDEQ","Whychus Creek at 6360 Road","River/Stream","Lower Whychus Creek",2463,"OR_SR_1707030107_05_101714",2,2,5,"Deschutes",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-07-19,"00:00:00.0000000",NA,NA,"Calculated",45854865,9.1,"mg/l",9.1,"=","mg/l",NA,NA,NA,NA,3,"Cool Water",25,2008-01-01,2008-06-15,6.5,5,4,0,2008-07-01,2008-09-30,1,NA,0
"6","UDESCHUTES_WC(NOSTORETID)","24303-ORDEQ","Whychus Creek at 6360 Road","River/Stream","Lower Whychus Creek",2463,"OR_SR_1707030107_05_101714",2,2,5,"Deschutes",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-07-20,"00:00:00.0000000",NA,NA,"Calculated",45854877,9.04,"mg/l",9.04,"=","mg/l",NA,NA,NA,NA,3,"Cool Water",25,2008-01-01,2008-06-15,6.5,5,4,0,2008-07-01,2008-09-30,1,NA,0
"7","UDESCHUTES_WC(NOSTORETID)","24303-ORDEQ","Whychus Creek at 6360 Road","River/Stream","Lower Whychus Creek",2463,"OR_SR_1707030107_05_101714",2,2,5,"Deschutes",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-08-04,"00:00:00.0000000",NA,NA,"Calculated",45854981,8.86,"mg/l",8.86,"=","mg/l",NA,NA,NA,NA,3,"Cool Water",25,2008-01-01,2008-06-15,6.5,5,4,0,2008-07-01,2008-09-30,1,NA,0
"8","UDESCHUTES_WC(NOSTORETID)","24303-ORDEQ","Whychus Creek at 6360 Road","River/Stream","Lower Whychus Creek",2463,"OR_SR_1707030107_05_101714",2,2,5,"Deschutes",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-08-10,"00:00:00.0000000",NA,NA,"Calculated",45855088,8.95,"mg/l",8.95,"=","mg/l",NA,NA,NA,NA,3,"Cool Water",25,2008-01-01,2008-06-15,6.5,5,4,0,2008-07-01,2008-09-30,1,NA,0
"9","UDESCHUTES_WC(NOSTORETID)","24303-ORDEQ","Whychus Creek at 6360 Road","River/Stream","Lower Whychus Creek",2463,"OR_SR_1707030107_05_101714",2,2,5,"Deschutes",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-08-11,"00:00:00.0000000",NA,NA,"Calculated",45855106,8.72,"mg/l",8.72,"=","mg/l",NA,NA,NA,NA,3,"Cool Water",25,2008-01-01,2008-06-15,6.5,5,4,0,2008-07-01,2008-09-30,1,NA,0
"10","UDESCHUTES_WC(NOSTORETID)","24303-ORDEQ","Whychus Creek at 6360 Road","River/Stream","Lower Whychus Creek",2463,"OR_SR_1707030107_05_101714",2,2,5,"Deschutes",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-08-25,"00:00:00.0000000",NA,NA,"Calculated",45855201,9.06,"mg/l",9.06,"=","mg/l",NA,NA,NA,NA,3,"Cool Water",25,2008-01-01,2008-06-15,6.5,5,4,0,2008-07-01,2008-09-30,1,NA,0
