"","OrganizationID","MLocID","StationDes","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","wqstd_code","Pollu_ID","Char_Name","SampleMedia","SampleSubmedia","Sample_Fraction","Result_status","Statistical_Base","Time_Basis","SampleStartDate","SampleStartTime","Act_Depth_Top","act_depth_height","Result_Type","Result_UID","Result_Numeric","Result_Unit","IRResultNWQSunit","Result_Operator","IRWQSUnitName","lab_Comments","General_Comments","QualifierAbbr","QualifierTxt","DO_code","DO_Class","DO_SpawnCode","SpawnStart","SpawnEnd","crit_30D","crit_7Mi","crit_Min","in_spawn","Do_7D","Date","dosat_mean7","Violation"
"1","LSWCD_WQX","38928-ORDEQ","Siletz River Below Rock Creek","River/Stream","Sam Creek-Siletz River",154,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-16,"00:00:00.0000000",NA,"0","Calculated",49041335,9.44,"mg/l",9.44,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.44,2017-09-16,98.7,0
"2","LSWCD_WQX","38928-ORDEQ","Siletz River Below Rock Creek","River/Stream","Sam Creek-Siletz River",154,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-23,"00:00:00.0000000",NA,"0","Calculated",49041426,10.21,"mg/l",10.21,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.21,2017-09-23,NA,1
"3","LSWCD_WQX","38928-ORDEQ","Siletz River Below Rock Creek","River/Stream","Sam Creek-Siletz River",154,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-25,"00:00:00.0000000",NA,"0","Calculated",49041452,10.38,"mg/l",10.38,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.38,2017-09-25,NA,1
"4","LSWCD_WQX","11246-ORDEQ","Siletz River at Logsden Bridge","River/Stream","Mill Creek-Siletz River",161,"OR_SR_1710020405_02_105978",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-16,"00:00:00.0000000",NA,"0","Calculated",49035420,9.62,"mg/l",9.62,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.62,2017-09-16,100,0
"5","LSWCD_WQX","38912-ORDEQ","Siletz River below confluence of N and S Forks","River/Stream","Sunshine Creek-Siletz River",695,"OR_SR_1710020405_02_105978",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-03,"00:00:00.0000000",NA,"0","Calculated",49039158,10.36,"mg/l",10.36,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.36,2017-10-03,97.8,0
"6","LSWCD_WQX","38912-ORDEQ","Siletz River below confluence of N and S Forks","River/Stream","Sunshine Creek-Siletz River",695,"OR_SR_1710020405_02_105978",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-05,"00:00:00.0000000",NA,"0","Calculated",49039184,10.53,"mg/l",10.53,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.53,2017-10-05,97.8,0
"7","LSWCD_WQX","38918-ORDEQ","Siletz River at USGS Gaging Station 14305500","River/Stream","Dewey Creek-Siletz River",114,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-01,"00:00:00.0000000",NA,"0","Calculated",49039487,10.14,"mg/l",10.14,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.14,2017-10-01,99.7,0
"8","LSWCD_WQX","38918-ORDEQ","Siletz River at USGS Gaging Station 14305500","River/Stream","Dewey Creek-Siletz River",114,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-18,"00:00:00.0000000",NA,"0","Calculated",49040439,9.61,"mg/l",9.61,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.61,2017-09-18,NA,1
"9","LSWCD_WQX","38918-ORDEQ","Siletz River at USGS Gaging Station 14305500","River/Stream","Dewey Creek-Siletz River",114,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-21,"00:00:00.0000000",NA,"0","Calculated",49040478,9.96,"mg/l",9.96,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.96,2017-09-21,99,0
"10","LSWCD_WQX","38918-ORDEQ","Siletz River at USGS Gaging Station 14305500","River/Stream","Dewey Creek-Siletz River",114,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-25,"00:00:00.0000000",NA,"0","Calculated",49040530,10.39,"mg/l",10.39,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.39,2017-09-25,99.3,0
"11","LSWCD_WQX","38918-ORDEQ","Siletz River at USGS Gaging Station 14305500","River/Stream","Dewey Creek-Siletz River",114,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-30,"00:00:00.0000000",NA,"0","Calculated",49040595,10.19,"mg/l",10.19,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.19,2017-09-30,99.7,0
"12","LSWCD_WQX","36367-ORDEQ","Siletz River at Jack Morgan Park Boat Ramp","River/Stream","Cedar Creek-Siletz River",22,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-10,"00:00:00.0000000",NA,"0","Calculated",49035656,10.42,"mg/l",10.42,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.42,2017-10-10,99.7,0
"13","LSWCD_WQX","36367-ORDEQ","Siletz River at Jack Morgan Park Boat Ramp","River/Stream","Cedar Creek-Siletz River",22,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-04,"00:00:00.0000000",NA,"0","Calculated",49035705,9.83,"mg/l",9.83,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.83,2017-10-04,99,0
"14","LSWCD_WQX","36367-ORDEQ","Siletz River at Jack Morgan Park Boat Ramp","River/Stream","Cedar Creek-Siletz River",22,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-30,"00:00:00.0000000",NA,"0","Calculated",49036031,9.87,"mg/l",9.87,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.87,2017-09-30,99.3,0
"15","LSWCD_WQX","37396-ORDEQ","Siletz River at Moonshine Park","River/Stream","Mill Creek-Siletz River",231,"OR_SR_1710020405_02_105978",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-02,"00:00:00.0000000",NA,"0","Calculated",49036168,10.3,"mg/l",10.3,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.3,2017-10-02,100,0
"16","LSWCD_WQX","37396-ORDEQ","Siletz River at Moonshine Park","River/Stream","Mill Creek-Siletz River",231,"OR_SR_1710020405_02_105978",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-19,"00:00:00.0000000",NA,"0","Calculated",49037032,9.94,"mg/l",9.94,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.94,2017-09-19,99.3,0
"17","LSWCD_WQX","37396-ORDEQ","Siletz River at Moonshine Park","River/Stream","Mill Creek-Siletz River",231,"OR_SR_1710020405_02_105978",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-30,"00:00:00.0000000",NA,"0","Calculated",49037175,10.35,"mg/l",10.35,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.35,2017-09-30,100,0
"18","LSWCD_WQX","37396-ORDEQ","Siletz River at Moonshine Park","River/Stream","Mill Creek-Siletz River",231,"OR_SR_1710020405_02_105978",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-05,"00:00:00.0000000",NA,"0","Calculated",49036207,10.55,"mg/l",10.55,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.55,2017-10-05,100,0
"19","LSWCD_WQX","37848-ORDEQ","Siletz River at City of Toledo DW Intake","River/Stream","Dewey Creek-Siletz River",94,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-05,"00:00:00.0000000",NA,"0","Calculated",49037291,10.36,"mg/l",10.36,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.36,2017-10-05,100,0
"20","LSWCD_WQX","37848-ORDEQ","Siletz River at City of Toledo DW Intake","River/Stream","Dewey Creek-Siletz River",94,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-06,"00:00:00.0000000",NA,"0","Calculated",49037304,10.49,"mg/l",10.49,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.49,2017-10-06,100,0
"21","LSWCD_WQX","37848-ORDEQ","Siletz River at City of Toledo DW Intake","River/Stream","Dewey Creek-Siletz River",94,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-15,"00:00:00.0000000",NA,"0","Calculated",49037669,9.31,"mg/l",9.31,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.31,2017-09-15,99.4,0
"22","LSWCD_WQX","37848-ORDEQ","Siletz River at City of Toledo DW Intake","River/Stream","Dewey Creek-Siletz River",94,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-19,"00:00:00.0000000",NA,"0","Calculated",49037721,9.61,"mg/l",9.61,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.61,2017-09-19,99,0
"23","LSWCD_WQX","38300-ORDEQ","Siletz River at Ojalla Boat Ramp (Hwy 229 RM 31)","River/Stream","Dewey Creek-Siletz River",58,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-10,"00:00:00.0000000",NA,"0","Calculated",49037918,10.34,"mg/l",10.34,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.34,2017-10-10,98.6,0
"24","LSWCD_WQX","38300-ORDEQ","Siletz River at Ojalla Boat Ramp (Hwy 229 RM 31)","River/Stream","Dewey Creek-Siletz River",58,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-17,"00:00:00.0000000",NA,"0","Calculated",49038840,9.15,"mg/l",9.15,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.15,2017-09-17,98,0
